nb_genes,name,product,type,partition,subpartition,partition_exact,partition_soft,length_avg,length_med,nb_organisms,Vibrio_coralliilyticus_RE22A,Vibrio_coralliilyticus_ATCC_BAA-450,Vibrio_coralliilyticus_OCN008,Vibrio_coralliilyticus_SNUTY-1,Vibrio_coralliilyticus_RE22B,Vibrio_coralliilyticus_AIC-7,Vibrio_coralliilyticus_S2052,Vibrio_coralliilyticus_S2043,viz,label,Vibrio_coralliilyticus_OCN014,Vibrio_coralliilyticus_080116A,Vibrio_coralliilyticus_RE98,Vibrio_coralliilyticus_NA0301,Vibrio_coralliilyticus_58,Vibrio_coralliilyticus_RE87,Vibrio_coralliilyticus_P1,degree
1,mcpA_2,Methyl-accepting chemotaxis protein McpA,CDS,cloud,C,exact_accessory,soft_accessory,1403.0,1403,1,,,,KFHGEANF_05085,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05085,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,143.0,143,1,,,,KFHGEANF_05088,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05088,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,368.0,368,1,,,,KFHGEANF_05089,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05089,,,,,,,,2
1,,Bacteriohemerythrin,CDS,cloud,C,exact_accessory,soft_accessory,395.0,395,1,,,,KFHGEANF_05091,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05091,,,,,,,,2
1,mcpA_3,Methyl-accepting chemotaxis protein McpA,CDS,cloud,C,exact_accessory,soft_accessory,1196.0,1196,1,,,,KFHGEANF_05092,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05092,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,515.0,515,1,,,,KFHGEANF_05104,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05104,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,386.0,386,1,,,,KFHGEANF_05105,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05105,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1388.0,1388,1,,,,KFHGEANF_05107,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05107,,,,,,,,2
1,pulA_1,Pullulanase,CDS,cloud,C,exact_accessory,soft_accessory,1046.0,1046,1,,,,KFHGEANF_05108,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05108,,,,,,,,2
1,pulA_2,Pullulanase,CDS,cloud,C,exact_accessory,soft_accessory,1565.0,1565,1,,,,KFHGEANF_05109,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05109,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1061.0,1061,1,,,,KFHGEANF_05110,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05110,,,,,,,,2
1,nplT,Neopullulanase,CDS,cloud,C,exact_accessory,soft_accessory,674.0,674,1,,,,KFHGEANF_05111,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05111,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,341.0,341,1,,,,KFHGEANF_05112,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05112,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,405.5,405,2,,,,KFHGEANF_05113,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",KFHGEANF_05113,,,,,FLLLBHKB_04710,,,3
1,nhoA_1,N-hydroxyarylamine O-acetyltransferase,CDS,cloud,C,exact_accessory,soft_accessory,584.0,584,1,,,,KFHGEANF_05116,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05116,,,,,,,,2
1,nhoA_2,N-hydroxyarylamine O-acetyltransferase,CDS,cloud,C,exact_accessory,soft_accessory,218.0,218,1,,,,KFHGEANF_05117,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05117,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,347.0,347,1,,,,KFHGEANF_05121,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05121,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,200.0,200,1,,,,KFHGEANF_05122,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05122,,,,,,,,2
1,,Glycine betaine transporter 2,CDS,cloud,C,exact_accessory,soft_accessory,518.0,518,1,,,,KFHGEANF_05126,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05126,,,,,,,,2
1,,Glycine betaine transporter 2,CDS,cloud,C,exact_accessory,soft_accessory,1037.0,1037,1,,,,KFHGEANF_05127,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05127,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,689.0,689,1,,,,KFHGEANF_05129,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05129,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,149.0,149,1,,,,KFHGEANF_05131,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05131,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,608.0,608,1,,,,KFHGEANF_05132,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05132,,,,,,,,2
1,mcpQ_1,Methyl-accepting chemotaxis protein McpQ,CDS,cloud,C,exact_accessory,soft_accessory,848.0,848,1,,,,KFHGEANF_05133,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05133,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,416.0,416,2,,,,KFHGEANF_05147,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",KFHGEANF_05147,,,,,FLLLBHKB_04738,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,563.0,563,2,,,,KFHGEANF_05148,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",KFHGEANF_05148,,,,,FLLLBHKB_04739,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1721.0,1721,2,,,,KFHGEANF_05149,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",KFHGEANF_05149,,,,,FLLLBHKB_04740,,,3
1,rcsC_15,Sensor histidine kinase RcsC,CDS,cloud,C,exact_accessory,soft_accessory,2402.0,2402,1,,,,KFHGEANF_05150,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05150,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1142.0,1142,1,,,,KFHGEANF_05151,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05151,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,260.0,260,2,,,,KFHGEANF_05152,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",KFHGEANF_05152,,,,,FLLLBHKB_04742,,,4
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,458.0,458,1,,,,KFHGEANF_05153,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05153,,,,,,,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,311.0,311,1,,,,KFHGEANF_05154,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",KFHGEANF_05154,,,,,,,,2
1,dhmA_1,Haloalkane dehalogenase,CDS,cloud,C,exact_accessory,soft_accessory,518.0,518,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",ACOGLMFH_00729,,,,,,ACOGLMFH_00729,,2
1,dhmA_2,Haloalkane dehalogenase,CDS,cloud,C,exact_accessory,soft_accessory,500.0,500,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",ACOGLMFH_00730,,,,,,ACOGLMFH_00730,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,602.0,602,2,,,FKIKDOPA_01214,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",ACOGLMFH_04304,,,,,,ACOGLMFH_04304,,2
1,galM,Aldose 1-epimerase,CDS,cloud,C,exact_accessory,soft_accessory,1064.0,1064,1,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",ACOGLMFH_04307,,,,,,ACOGLMFH_04307,,2
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,560.0,560,1,,,,,,NMLJHHJO_01576,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",NMLJHHJO_01576,,,,,,,,1
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,380.0,380,3,,,,,,NMLJHHJO_01578,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",NMLJHHJO_01578,,PFGAHHNN_04858,HCPBJEEI_05231,,,,,6
1,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,482.0,482,1,,,,,,NMLJHHJO_01579,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",NMLJHHJO_01579,,,,,,,,2
1,hit,Protein hit,CDS,cloud,C,exact_accessory,soft_accessory,389.0,389,1,,,,,,NMLJHHJO_01581,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",NMLJHHJO_01581,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,137.0,137,2,,,,,,NMLJHHJO_03961,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03961,,,HCPBJEEI_05552,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,536.0,536,2,,,,,,NMLJHHJO_03962,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03962,,,HCPBJEEI_05553,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,542.0,542,2,,,,,,NMLJHHJO_03963,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03963,,,HCPBJEEI_05554,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,602.0,602,2,,,,,,NMLJHHJO_03964,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03964,,,HCPBJEEI_05555,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,311.0,311,2,,,,,,NMLJHHJO_03965,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03965,,,HCPBJEEI_05556,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,233.0,233,2,,,,,,NMLJHHJO_03966,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03966,,,HCPBJEEI_05557,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,791.0,791,2,,,,,,NMLJHHJO_03967,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03967,,,HCPBJEEI_05558,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,281.0,281,2,,,,,,NMLJHHJO_03968,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03968,,,HCPBJEEI_05559,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,548.0,548,2,,,,,,NMLJHHJO_03969,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03969,,,HCPBJEEI_05560,,,,,2
2,yfbR_2,5'-deoxynucleotidase YfbR,CDS,cloud,C,exact_accessory,soft_accessory,620.0,620,2,,,,,,NMLJHHJO_03970,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03970,,,HCPBJEEI_05561,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,551.0,551,2,,,,,,NMLJHHJO_03971,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03971,,,HCPBJEEI_05562,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,476.0,476,2,,,,,,NMLJHHJO_03972,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03972,,,HCPBJEEI_05563,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,347.0,347,2,,,,,,NMLJHHJO_03973,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03973,,,HCPBJEEI_05564,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,497.0,497,2,,,,,,NMLJHHJO_03974,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03974,,,HCPBJEEI_05565,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,482.0,482,2,,,,,,NMLJHHJO_03975,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03975,,,HCPBJEEI_05566,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,386.0,386,2,,,,,,NMLJHHJO_03976,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03976,,,HCPBJEEI_05567,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,782.0,782,2,,,,,,NMLJHHJO_03977,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03977,,,HCPBJEEI_05568,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,314.0,314,2,,,,,,NMLJHHJO_03978,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03978,,,HCPBJEEI_05569,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,281.0,281,2,,,,,,NMLJHHJO_03979,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03979,,,HCPBJEEI_05570,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,593.0,593,2,,,,,,NMLJHHJO_03980,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03980,,,HCPBJEEI_05571,,,,,2
1,bcp_3,Peroxiredoxin Bcp,CDS,cloud,C,exact_accessory,soft_accessory,353.0,353,1,,,,,,NMLJHHJO_03981,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",NMLJHHJO_03981,,,,,,,,1
1,rsxC,Electron transport complex subunit RsxC,CDS,cloud,C,exact_accessory,soft_accessory,437.0,437,1,,,,,,NMLJHHJO_03994,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 1.0}",NMLJHHJO_03994,,,,,,,,1
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,290.0,290,2,,,,KFHGEANF_00821,,NMLJHHJO_03997,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",NMLJHHJO_03997,,,,,,,,2
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1650.0,1658,3,,,,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",PNJLNNEM_01515,,PFGAHHNN_00391,,PNJLNNEM_01515,FLLLBHKB_04793,,,3
3,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,2199.0,2123,3,IJBHHNBA_00375,,FKIKDOPA_03937,,MKACMLCG_03748,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 3.0}",MKACMLCG_03748,,,,,,,,3
2,yhjJ,Protein YhjJ,CDS,cloud,C,exact_accessory,soft_accessory,653.0,653,2,IJBHHNBA_00374,,,,MKACMLCG_03749,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",MKACMLCG_03749,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1040.0,1040,2,IJBHHNBA_00360,,,,MKACMLCG_03763,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",MKACMLCG_03763,,,,,,,,2
2,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,1610.0,1610,2,IJBHHNBA_00355,,,,MKACMLCG_03768,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 2.0}",MKACMLCG_03768,,,,,,,,2
15,iaaA,Isoaspartyl peptidase,CDS,persistent,P,exact_core,soft_core,921.2,941,15,IJBHHNBA_04769,CPFIEJMN_00062,FKIKDOPA_00476,KFHGEANF_00461,MKACMLCG_02686,NMLJHHJO_05478,NFFLFIEF_01418,GIHCKAFH_01797,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01723,AADFBFMN_02857,PFGAHHNN_04605,HCPBJEEI_02969,PNJLNNEM_04279,FLLLBHKB_01569,ACOGLMFH_04583,AHGDBNMD_01723,3
15,yheS_1,putative ABC transporter ATP-binding protein YheS,CDS,persistent,P,exact_core,soft_core,1922.0,1922,15,IJBHHNBA_04774,CPFIEJMN_00067,FKIKDOPA_00481,KFHGEANF_00456,MKACMLCG_02681,NMLJHHJO_05483,NFFLFIEF_01423,GIHCKAFH_01792,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01728,AADFBFMN_02862,PFGAHHNN_04600,HCPBJEEI_02974,PNJLNNEM_04274,FLLLBHKB_01574,ACOGLMFH_04578,AHGDBNMD_01728,2
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,476.0,476,15,IJBHHNBA_04775,CPFIEJMN_00068,FKIKDOPA_00482,KFHGEANF_00455,MKACMLCG_02680,NMLJHHJO_05484,NFFLFIEF_01424,GIHCKAFH_01791,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01729,AADFBFMN_02863,PFGAHHNN_04599,HCPBJEEI_02975,PNJLNNEM_04273,FLLLBHKB_01575,ACOGLMFH_04577,AHGDBNMD_01729,2
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,977.0,977,15,IJBHHNBA_04776,CPFIEJMN_00069,FKIKDOPA_00483,KFHGEANF_00454,MKACMLCG_02679,NMLJHHJO_05485,NFFLFIEF_01425,GIHCKAFH_01790,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01730,AADFBFMN_02864,PFGAHHNN_04598,HCPBJEEI_02976,PNJLNNEM_04272,FLLLBHKB_01576,ACOGLMFH_04576,AHGDBNMD_01730,2
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,212.0,212,15,IJBHHNBA_04777,CPFIEJMN_00070,FKIKDOPA_00484,KFHGEANF_00453,MKACMLCG_02678,NMLJHHJO_05486,NFFLFIEF_01426,GIHCKAFH_01789,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01731,AADFBFMN_02865,PFGAHHNN_04597,HCPBJEEI_02977,PNJLNNEM_04271,FLLLBHKB_01577,ACOGLMFH_04575,AHGDBNMD_01731,2
15,cfxP,Phosphoribulokinase%2C plasmid,CDS,persistent,P,exact_core,soft_core,873.6,869,15,IJBHHNBA_04778,CPFIEJMN_00071,FKIKDOPA_00485,KFHGEANF_00452,MKACMLCG_02677,NMLJHHJO_05487,NFFLFIEF_01427,GIHCKAFH_01788,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01732,AADFBFMN_02866,PFGAHHNN_04596,HCPBJEEI_02978,PNJLNNEM_04270,FLLLBHKB_01578,ACOGLMFH_04574,AHGDBNMD_01732,2
14,trpG_2,Anthranilate synthase component 2,CDS,persistent,P,exact_accessory,soft_accessory,578.0,578,14,IJBHHNBA_04784,CPFIEJMN_00077,FKIKDOPA_00492,KFHGEANF_00446,MKACMLCG_02671,,NFFLFIEF_01433,GIHCKAFH_01782,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",AHGDBNMD_01738,AADFBFMN_02872,PFGAHHNN_04589,HCPBJEEI_02984,PNJLNNEM_04264,FLLLBHKB_01584,ACOGLMFH_04567,AHGDBNMD_01738,10
4,,hypothetical protein,CDS,cloud,C,exact_accessory,soft_accessory,380.0,380,4,,,FKIKDOPA_00497,,,,,,"{'color': {'r': 121, 'g': 222, 'b': 255, 'a': 0.0}, 'size': 4.0}",AHGDBNMD_01741,AADFBFMN_02883,,,,,ACOGLMFH_04562,AHGDBNMD_01741,4
14,pyrI_2,Aspartate carbamoyltransferase regulatory chain,CDS,persistent,P,exact_accessory,soft_accessory,464.0,464,14,IJBHHNBA_04799,CPFIEJMN_00101,,KFHGEANF_00427,MKACMLCG_02656,NMLJHHJO_05506,NFFLFIEF_01457,GIHCKAFH_01758,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",AHGDBNMD_01752,AADFBFMN_02894,PFGAHHNN_04577,HCPBJEEI_03003,PNJLNNEM_04252,FLLLBHKB_01596,ACOGLMFH_04551,AHGDBNMD_01752,2
15,dsbD_1,Thiol:disulfide interchange protein DsbD,CDS,persistent,P,exact_core,soft_core,1790.2,1790,15,IJBHHNBA_04801,CPFIEJMN_00103,FKIKDOPA_00511,KFHGEANF_00425,MKACMLCG_02654,NMLJHHJO_05508,NFFLFIEF_01459,GIHCKAFH_01756,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01754,AADFBFMN_02896,PFGAHHNN_04575,HCPBJEEI_03005,PNJLNNEM_04250,FLLLBHKB_01598,ACOGLMFH_04549,AHGDBNMD_01754,3
15,actP_2,Cation/acetate symporter ActP,CDS,persistent,P,exact_core,soft_core,1714.8,1727,15,IJBHHNBA_04805,CPFIEJMN_00107,FKIKDOPA_00515,KFHGEANF_00419,MKACMLCG_02650,NMLJHHJO_05512,NFFLFIEF_01463,GIHCKAFH_01752,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01758,AADFBFMN_02900,PFGAHHNN_04571,HCPBJEEI_03009,PNJLNNEM_04246,FLLLBHKB_01602,ACOGLMFH_04545,AHGDBNMD_01758,3
14,rcsC_6,Sensor histidine kinase RcsC,CDS,persistent,P,exact_accessory,soft_accessory,3428.0,3428,14,IJBHHNBA_04807,CPFIEJMN_00109,FKIKDOPA_00517,,MKACMLCG_02648,NMLJHHJO_05514,NFFLFIEF_01465,GIHCKAFH_01750,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 14.0}",AHGDBNMD_01760,AADFBFMN_02902,PFGAHHNN_04569,HCPBJEEI_03011,PNJLNNEM_04244,FLLLBHKB_01604,ACOGLMFH_04543,AHGDBNMD_01760,2
15,hcaT,putative 3-phenylpropionic acid transporter,CDS,persistent,P,exact_core,soft_core,1175.0,1175,15,IJBHHNBA_04808,CPFIEJMN_00110,FKIKDOPA_00518,KFHGEANF_00414,MKACMLCG_02647,NMLJHHJO_05515,NFFLFIEF_01466,GIHCKAFH_01749,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01761,AADFBFMN_02903,PFGAHHNN_04568,HCPBJEEI_03012,PNJLNNEM_04243,FLLLBHKB_01605,ACOGLMFH_04542,AHGDBNMD_01761,3
15,,hypothetical protein,CDS,persistent,P,exact_core,soft_core,986.0,986,15,IJBHHNBA_04818,CPFIEJMN_00120,FKIKDOPA_03597,KFHGEANF_00403,MKACMLCG_02637,NMLJHHJO_05525,NFFLFIEF_01476,GIHCKAFH_01739,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01771,AADFBFMN_02913,PFGAHHNN_04558,HCPBJEEI_03022,PNJLNNEM_04233,FLLLBHKB_01615,ACOGLMFH_04532,AHGDBNMD_01771,3
15,zntR_1,HTH-type transcriptional regulator ZntR,CDS,persistent,P,exact_core,soft_core,434.0,434,15,IJBHHNBA_04819,CPFIEJMN_00121,FKIKDOPA_03596,KFHGEANF_00402,MKACMLCG_02636,NMLJHHJO_05526,NFFLFIEF_01477,GIHCKAFH_01738,"{'color': {'r': 247, 'g': 165, 'b': 7, 'a': 0.0}, 'size': 15.0}",AHGDBNMD_01772,AADFBFMN_02914,PFGAHHNN_04557,HCPBJEEI_03023,PNJLNNEM_04232,FLLLBHKB_01616,ACOGLMFH_04531,AHGDBNMD_01772,2
